Timestamp,label,AccX,AccY,AccZ,AccX_kurt,AccY_kurt,AccZ_kurt,AccX_mean,AccY_mean,AccZ_mean,AccX_median,AccY_median,AccZ_median,AccX_min,AccY_min,AccZ_min,AccX_max,AccY_max,AccZ_max,AccX_quan_25,AccY_quan_25,AccZ_quan_25,AccX_quan_50,AccY_quan_50,AccZ_quan_50,AccX_quan_75,AccY_quan_75,AccZ_quan_75,AccX_skew,AccY_skew,AccZ_skew,AccX_sum,AccY_sum,AccZ_sum,AccX_std,AccY_std,AccZ_std,AccX_var,AccY_var,AccZ_var,SignalMagnitudeArea,VectorMagnitude,MovementVariation,Energy,Entropy
1690889250,MOV,0.47,-8.59,-1.41,0.9981118837143907,-0.49684890189107644,3.1592915470226566,-0.39886075949367095,-8.53012658227848,-3.4292405063291143,-0.78,-8.44,-3.59,-1.88,-9.53,-4.38,2.34,-7.66,-0.94,-1.09,-8.75,-3.91,-0.78,-8.44,-3.59,0.0,-8.28,-3.12,1.1733087780908733,-0.7179593633242167,1.5974143953220115,-31.510000000000005,-673.88,-270.91,0.9357733499169553,0.4648338376151374,0.6457846988838933,0.8756717624148004,0.21607049659201594,0.4170378773125608,1690889259.06,41120.42365880974,0.7800000000000006,8.174489725400316e+36,6.075178149797447e+19
1690885412,REL,-1.41,-8.12,-3.75,-0.875037351368313,-0.02030095184526104,-0.23432580500652334,-0.6083544303797468,-8.367088607594939,-3.7439240506329106,-0.62,-8.44,-3.75,-1.56,-8.91,-4.53,0.16,-7.81,-3.12,-0.94,-8.44,-3.91,-0.62,-8.44,-3.75,-0.31,-8.28,-3.59,0.023554981967274166,-0.07347471437415246,-0.2342895680255112,-48.059999999999995,-661.0000000000001,-295.7699999999999,0.4022355171166764,0.20399944632110764,0.2931150895061571,0.16179341123012006,0.04161577409931848,0.0859164556962025,1690885360.53,41120.37623210663,0.9500000000000001,8.174414327853851e+36,6.075149461424505e+19
1690885472,REL,-0.62,-8.28,-3.91,-0.03690130363644073,-0.34275529403307026,7.761656371753984,-0.26708860759493674,-8.446582278481015,-3.6768354430379744,-0.16,-8.44,-3.59,-1.09,-8.91,-5.47,0.31,-8.12,-2.5,-0.47,-8.59,-3.91,-0.16,-8.44,-3.59,0.0,-8.28,-3.44,-0.5048950282911399,-0.2217347827440185,-0.8619358154391685,-21.1,-667.2800000000002,-290.46999999999997,0.268811018827183,0.1704058960996106,0.36569408647328705,0.07225936384290813,0.029038169425511278,0.13373216488153195,1690885420.8999999,41120.37698149179,0.47000000000000053,8.174415507447256e+36,6.075149915174669e+19
1692613950,REL,-0.31,-8.44,-3.59,2.2791629144792735,-1.1051005146668564,-1.9076784504044701,-0.3239240506329114,-6.753924050632913,3.0737974683544307,-0.31,-6.56,7.19,-1.88,-8.75,-4.22,0.47,-2.34,9.38,-0.5449999999999999,-8.44,-3.44,-0.31,-6.56,7.19,0.0,-5.234999999999999,8.045,-1.0200416174684517,0.29059820924221835,-0.3194082303476875,-25.590000000000003,-533.5600000000001,242.83,0.3885951611715541,1.6285193981206292,5.68076405654621,0.15100619928594614,2.6520754300551763,32.27108026614736,1690885480.75,41120.377712880996,0.47000000000000014,8.174416667703183e+36,6.075150358048326e+19
1692614011,REL,0.0,-5.62,8.12,0.24504620436127,3.8675851892304745,2.8011378129940847,0.2650632911392405,-5.38113924050633,8.06860759493671,0.16,-5.16,8.12,-1.25,-7.81,6.56,1.88,-4.38,8.91,0.0,-5.62,7.97,0.16,-5.16,8.12,0.62,-5.0,8.28,0.30832041597070253,-1.6474536688319423,-1.5900705472152268,20.939999999999998,-425.11000000000007,637.4200000000001,0.6230196799330672,0.5714197059635924,0.4915327523250551,0.38815352158390143,0.32652048036351833,0.24160444660824396,1692613955.62,41141.38967487608,0.9299999999999997,8.20789257016516e+36,6.087869867990847e+19
1692614011,REL,0.16,-5.31,8.28,-1.3491106617219637,-1.886499596714578,-1.9804489323022358,1.4748101265822784,-7.405316455696203,2.1474683544303796,1.25,-8.91,-2.19,-0.16,-9.69,-3.44,3.28,-4.38,8.75,0.62,-9.22,-2.66,1.25,-8.91,-2.19,2.34,-5.31,8.2,0.05390746043961498,0.2514567803067773,0.2302248991417144,116.50999999999999,-585.02,169.65,0.9997151655365791,1.9980867999439749,5.452136600324785,0.9994304122038299,3.992350860110354,29.7257935086011,1692614016.47,41141.39042193397,0.4700000000000001,8.207893753379972e+36,6.087870319950962e+19
1690888889,REL,2.34,-9.84,-2.5,-1.0158116369836403,0.24568824024007485,4.927005215743771,1.6670886075949365,-9.15645569620253,-2.2998734177215194,1.56,-9.22,-2.34,0.16,-9.84,-3.59,3.28,-8.44,0.0,1.09,-9.38,-2.5,1.56,-9.22,-2.34,2.34,-9.06,-2.11,-0.0034231727228786137,0.24016042639442234,1.1071006367913874,131.7,-723.3599999999999,-181.69000000000003,0.7123780181659068,0.2773872511752716,0.5325976344124701,0.507482440765985,0.0769436871145732,0.2836602401817591,1690888841.1799998,41120.418547237576,1.71,8.174481584219246e+36,6.075175062065247e+19
1690888950,REL,2.34,-9.06,-2.19,-0.35049335938469595,2.8148673224939373,2.8603939103971174,2.190759493670886,-9.073164556962027,-2.3755696202531644,2.34,-9.06,-2.34,0.0,-10.16,-4.69,5.47,-7.5,0.16,0.86,-9.22,-2.81,2.34,-9.06,-2.34,2.97,-8.91,-2.03,0.2931802596001046,0.826517896407505,0.5247490775299242,173.07,-716.7800000000001,-187.67,1.3813480707979349,0.4241085501583639,0.6986098776259327,1.9081224926971767,0.1798680623174295,0.48805576111652077,1690888900.3999999,41120.419286286466,0.6300000000000003,8.174482744482209e+36,6.07517550646941e+19
1690889011,REL,1.72,-7.97,-3.28,0.7206079573939732,2.1147411044545863,8.523694499282072,0.9392405063291139,-9.25126582278481,-2.428607594936709,0.78,-9.22,-2.34,0.0,-10.16,-3.44,2.66,-7.97,0.0,0.47,-9.38,-2.81,0.78,-9.22,-2.34,1.25,-9.06,-2.19,0.9127696198881596,0.3365389255234205,1.6129501175561296,74.2,-730.8499999999999,-191.86,0.5986775429139496,0.35191187376084027,0.4688768199103788,0.3584148003894839,0.12384196689386556,0.21984547224926979,1690888959.69,41120.420033725335,1.0899999999999996,8.174483924083014e+36,6.0751759552499925e+19
1690889070,REL,-0.47,-8.59,-2.19,-0.37106394314451974,0.3624675502682093,-0.518497091270206,0.5182278481012658,-9.185949367088607,-2.6444303797468356,0.47,-9.22,-2.66,-0.78,-9.84,-3.28,1.72,-8.28,-1.88,0.0,-9.38,-2.81,0.47,-9.22,-2.66,0.78,-9.06,-2.34,0.2661948404570257,0.2628177185429865,0.12758041125488156,40.94,-725.69,-208.91,0.5716973367574545,0.2984125478016829,0.3056424374625669,0.32683784485556633,0.08905004868549168,0.09341729957805912,1690889020.06,41120.420741281334,1.2600000000000007,8.17448510368395e+36,6.075176385070586e+19
1692595834,REL,0.31,-9.06,-2.34,-1.5778782749516305,8.823456504989228,-1.7686249211776623,-0.6525316455696204,-9.015569620253164,-1.180759493670886,-0.31,-9.06,-2.19,-2.81,-9.84,-3.91,1.09,-7.03,1.25,-1.9549999999999998,-9.22,-2.81,-0.31,-9.06,-2.19,0.47,-8.91,0.62,-0.22331587377070755,1.7937904516076106,0.07018166249075908,-51.55000000000001,-712.2299999999999,-93.28,1.2544244449500668,0.37761650209568737,1.748070564315234,1.573580688088283,0.14259422265498226,3.0557506978253812,1690889079.37,41120.42146245585,0.7799999999999989,8.174486244609567e+36,6.075176822769889e+19
